time,x,y,z,roll,pitch,yaw,lin_vel_x,lin_vel_y,lin_vel_z,ang_vel_x,ang_vel_y,ang_vel_z
21.274000,0.000000,0.000000,1.875344,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.558200,-0.000000,0.000000,0.000000
21.275000,0.000000,0.000000,1.873776,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.568000,-0.000000,0.000000,0.000000
21.276000,0.000000,0.000000,1.872198,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.577800,-0.000000,0.000000,0.000000
21.277000,0.000000,0.000000,1.870611,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.587600,-0.000000,0.000000,0.000000
21.278000,0.000000,0.000000,1.869013,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.597400,-0.000000,0.000000,0.000000
21.279000,0.000000,0.000000,1.867406,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.607200,-0.000000,0.000000,0.000000
21.280000,0.000000,0.000000,1.865789,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.617000,-0.000000,0.000000,0.000000
21.281000,0.000000,0.000000,1.864162,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.626800,-0.000000,0.000000,0.000000
21.282000,0.000000,0.000000,1.862526,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.636600,-0.000000,0.000000,0.000000
21.283000,0.000000,0.000000,1.860879,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.646400,-0.000000,0.000000,0.000000
21.284000,0.000000,0.000000,1.859223,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.656200,-0.000000,0.000000,0.000000
21.285000,0.000000,0.000000,1.857557,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.666000,-0.000000,0.000000,0.000000
21.286000,0.000000,0.000000,1.855881,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.675800,-0.000000,0.000000,0.000000
21.287000,0.000000,0.000000,1.854196,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.685600,-0.000000,0.000000,0.000000
21.288000,0.000000,0.000000,1.852500,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.695400,-0.000000,0.000000,0.000000
21.289000,0.000000,0.000000,1.850795,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.705200,-0.000000,0.000000,0.000000
21.290000,0.000000,0.000000,1.849080,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.715000,-0.000000,0.000000,0.000000
21.291000,0.000000,0.000000,1.847355,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.724800,-0.000000,0.000000,0.000000
